IDtopic	ObsID	Taxon	Country	Mention	Topic	IDportrayal	Portrayal	Sentiment
24256	17894	shark	United States	More than 500 different shark species roam Earth’s oceans: from zippy little cookie-cutter sharks, to the iconic great white, to nightmarish goblin SHARKS  to 25-foot-long, filter-feeding basking sharks.	Wildlife info	32256	Exciting	0.625
24255	2837	shark	United States	His next court date is April 16.The cost to legally acquire a sandbar SHARK is approximately $11,500.	Exploitation	32255	Valuable	0.103
24254	14803	deer	United States	“We’re not only looking at how deer move and interact with their environment, but also how different management strategies impact the spread of disease and how to predict where it may ‘spark up.’”Identifying the portion of the deer population most likely to make long-distance movements helps wildlife managers determine where best to focus management efforts. These data give important insight into how DEER move in and around human development and how that activity affects CWD transmission.	Conservation	32254	Interesting	0.929
24253	8299	deer	Canada	With ocean waves crashing upon the shore on one side and coastal forest along the other, this trail is nothing short of breathtaking views. Forestry that edges the Port Joli Head Trail is home to white-tailed DEER and forest birds.	Wildlife info	32253	Aesthetic	-0.357
24252	12241	deer	Canada	ISLE ROYALE NATIONAL PARK, MI — MOOSE are dying in a mud pit left behind by falling water levels on an Isle Royale lake.	Threats	32252	Victim	-0.153
24249	17209	deer	Canada	THUNDER BAY — The Ministry of Natural Resources and Forestry is monitoring the spread of Chronic Wasting Disease in jurisdictions neighbouring Ontario amid signs that CWD is expanding in the DEER population.	Health	32249	Vulnerable	-0.052
24248	12376	pangolin	Nigeria	A total measure of 14833 metric tonnes, worth about $900,000,000 was seized in 2018.This report was presented by the Assistant Comptroller Mutalib, a guest speaker at the just concluded Pangolin Commemoration Day, tagged PANGOLINS and Politics.	Exploitation	32248	Victim	0.226
24246	16840	tiger	Japan	It is also expected to make use of exterminated animals.The feeding of a deer native to Yakushima Island in Kagoshima Prefecture, also in southwestern Japan, to the Whitey the white TIGER was opened up to park visitors on Aug. 10.	Ecotourism	32246	Exciting	0
24243	13461	vulture	India	In the late 1990s, when the population of the vultures in the country had begun to decline sharply, one White-backed vulture was rescued from Keoladeo National Park in Rajasthan, where vultures were dying at an alarming rate.To study the cause of deaths of vultures, a VULTURE Care Centre (VCC) was set up at Pinjore, Haryana.	Conservation	32243	Vulnerable	-0.798
24242	14486	shark	United States	7. Most SHARK attacks in the U.S. take place in Florida – specifically Volusia County, which includes Daytona Beach in the east-central part of the state.	HWI	32242	Dangerous	-0.49
24241	15910	pangolin	Germany	However, the creature wasn't a monster or a dinosaur, but rather a pangolin. And although most people have never heard of this armadillolike mammal, the Indian PANGOLIN is currently the world's most-trafficked animal, according to the World Wildlife Fund (WWF).	Exploitation	32241	Victim	0
24240	16565	pangolin	Philippines	9417, or the Wildlife Resources Conservation and Protection Act, Fontanilla explained how difficult it is to uphold this law. As in the case of the Palawan PANGOLINS  agents of the Department of Environment and Natural Resources (DENR) used to rely purely on morphology, or a specimen’s appearance, to determine species in their custody.	Conservation	32240	Vulnerable	0
24239	9979	vulture	United States	ORANGE COUNTY, Fla — An Orange County neighborhood has been dealing with an invasion of VULTURES and the damage the scavenger birds are leaving behind.	HWI	32239	Nuisance	-0.738
24238	14097	pangolin	Cambodia	Singapore is creating a vast ecotourism zone in a bid to bring in more visitors, but environmentalists fear the development will damage natural habitats and are already blaming it for a series of animal deaths.While it may be best known as a financial hub with scores of high-rise buildings, tropical Singapore is still home to patches of rainforest and an array of wildlife, from monkeys to PANGOLINS – also known as scaly anteaters.	Threats	32238	Interesting	-0.502
24237	2717	pangolin	China	Pangolin set free after rescueKUNMING, May 31 (Xinhua) -- A pangolin was set free back to the wild in a nature reserve after being rescued in southwest China's Yunnan Province, local authorities said.Police in Mengla County in Xishuangbanna Dai Autonomous Prefecture rushed to the rescue after receiving a report on May 21 that a PANGOLIN was found in a refrigerator at Guanlei Port, according to the public security bureau of natural resources in the prefecture.	Exploitation	32237	Victim	0.949
24231	9625	wolf	United States	Thousands of palaeoburrows have been documented, with an unknown number waiting to be found.3 WOLVES Changing RiversWolves have been predators across the Northern Hemisphere since time immemorial, until humans started to hunt them because they threatened their farm animals.	Exploitation	32231	Nuisance	-0.402
24230	382	pangolin	India	Baripada (Odisha) [India], Oct 22 (ANI): Odisha forest division officials on Monday conducted raids and arrested six persons who were in possession of PANGOLIN scales.	Exploitation	32230	Victim	-0.477
24229	8183	deer	United States	MDHHS still recommends not eating the kidneys or liver from any deer because many chemicals can accumulate in these organs.The investigation and study is believed to be the first of its kind since very littlescientific information exists on WHITE-TAILED DEER and PFAS chemicals.	Health	32229	Other Portrayal	0.649
24228	6688	tiger	India	On March 22, 2017, a Dehradun forest division team found meat, bones and a leopard skin near Motichur range of Rajaji Tiger Reserve.The Dehradun-based Wildlife Institute if India (WII) later found that the meat and bones were of two TIGERS and two leopards.	PAs	32228	Victim	0
24227	11441	vulture	United States	Fish and Wildlife Service, to issue depredation permits to livestock farmers authorizing the taking of black vultures otherwise prohibited by law to preventdamage to livestock during calving and lambing season. The bill also requires any farmers who take black VULTURES under the state or regionwide depredation permit to report to the appropriate enforcement agencies the takings of black vultures.	Conservation	32227	Nuisance	-0.767
24226	13400	vulture	United States	Once there, they gang up on the other birds with their more aggressive nature and numbers to steal the meal. (www.allaboutbirds.org)Being more aggressive, Black VULTURES may sometimes kill or injure lambs, newborn calves, cows giving birth and other weakened livestock.	Wildlife info	32226	Dangerous	-0.931
24225	11969	pangolin	India	Pangolin scales seized; three heldPress Trust of India |ALSO READSingapore in second major pangolin seizure in a weekHong Kong seizes record eight tonnes of pangolin scalesWildlife group: Malaysia seizes record 30-ton PANGOLIN haulSindh: Pangolins on verge of extinction owing to surging Chinese demandPolice arrest two men, seize endangered pangolin worth Rs 40 lakhPolice have seized Pangolin scales, estimated to worth Rs 24 lakh, from three persons in Thane district of Maharashtra, an officer said Wednesday.	Exploitation	32225	Vulnerable	0.572
